,White->Black,White->Hisp,White->Other
0,0.0006189332115573357,0.001258257327000802,0.0011562841022043067
1,0.011893499835310361,0.014838213362279187,0.014577028045978772
2,0.0004125341564987934,0.0005376380662958306,0.00043424174807486234
3,0.008358028381553964,0.008480542984713162,0.00815532068535736
4,0.0025794276285280144,0.004391589068628595,0.0034922873331060056
5,0.028548271035215907,0.03305838533626911,0.03320881421700121
6,0.001958734764122173,0.0025314905185661696,0.0019292984437640792
7,0.022144194205435095,0.02271982358402468,0.023042569431592295
